order_id,customer_id,amount,timestamp
5537,604,539.37,1777896951
5166,350,644.46,1777896951
7990,600,592.66,1777896951
8561,600,338.14,1777896951
4844,887,430.18,1777896951
2460,976,927.84,1777896951
3771,126,293.22,1777896951
8416,194,594.32,1777896951
9015,806,526.71,1777896951
3989,665,463.43,1777896951
5931,197,185.57,1777896951
2479,757,400.39,1777896951
1435,863,430.07,1777896951
3631,304,323.7,1777896951
5561,996,235.49,1777896951
2014,674,608.88,1777896951
4110,432,165.83,1777896951
3443,852,799.71,1777896951
1751,398,14.59,1777896951
6207,522,887.4,1777896951
5743,671,700.55,1777896951
5491,787,660.22,1777896951
7407,486,456.23,1777896951
7629,491,659.23,1777896951
5135,870,646.45,1777896951
6232,721,430.43,1777896951
6956,388,942.7,1777896951
6424,748,19.14,1777896951
9578,642,16.87,1777896951
7522,534,480.43,1777896951
5600,411,172.5,1777896951
3095,752,805.64,1777896951
1509,946,675.07,1777896951
5951,820,768.86,1777896951
2510,201,444.27,1777896951
3412,310,358.99,1777896951
1139,378,275.12,1777896951
2703,381,532.64,1777896951
6802,964,174.12,1777896951
6739,749,439.94,1777896951
8913,262,768.05,1777896951
9631,228,779.85,1777896951
8243,455,785.98,1777896951
3021,237,127.79,1777896951
9514,868,401.48,1777896951
1854,933,706.32,1777896951
9061,520,893.58,1777896951
8812,130,733.15,1777896951
7987,703,991.26,1777896951
4986,929,294.31,1777896951
6506,514,540.6,1777896951
3228,665,210.64,1777896951
5959,778,293.31,1777896951
8324,685,746.76,1777896951
2961,303,983.01,1777896951
9497,777,339.76,1777896951
7778,537,77.18,1777896951
2599,502,662.63,1777896951
2429,199,314.33,1777896951
4227,693,943.45,1777896951
3484,135,479.67,1777896951
6801,167,871.54,1777896951
4385,452,762.43,1777896951
5626,365,355.49,1777896951
5595,428,189.34,1777896951
2649,969,523.23,1777896951
2767,533,157.61,1777896951
5972,441,776.37,1777896951
9155,581,75.23,1777896951
9667,871,718.76,1777896951
3163,118,660.0,1777896951
4893,620,302.38,1777896951
9428,430,241.85,1777896951
5999,287,707.87,1777896951
6295,915,388.15,1777896951
2100,401,58.56,1777896951
3548,102,388.81,1777896951
3673,969,634.96,1777896951
1081,994,932.86,1777896951
4464,157,196.98,1777896951
6957,362,142.95,1777896951
3047,731,479.74,1777896951
6162,421,977.12,1777896951
8011,762,376.61,1777896951
5652,385,923.07,1777896951
5808,942,447.44,1777896951
2322,396,914.25,1777896951
2326,869,532.61,1777896951
7969,580,253.9,1777896951
4321,102,350.29,1777896951
2603,957,459.75,1777896951
9055,480,424.35,1777896951
3884,209,655.84,1777896951
4256,309,735.75,1777896951
1896,706,354.08,1777896951
3075,147,400.07,1777896951
4740,851,477.92,1777896951
9189,929,55.16,1777896951
5592,412,461.51,1777896951
7014,143,524.93,1777896951
3607,843,793.3,1777896951
4026,311,806.77,1777896951
3444,642,813.98,1777896951
7609,113,395.35,1777896951
5446,677,825.6,1777896951
9071,492,345.08,1777896951
9159,872,292.32,1777896951
3788,202,101.15,1777896951
1255,335,63.38,1777896951
6300,734,792.9,1777896951
6519,360,600.37,1777896951
8242,873,753.96,1777896951
1920,723,151.31,1777896951
2412,670,528.8,1777896951
3249,111,491.45,1777896951
9756,604,909.01,1777896951
2075,405,556.3,1777896951
4320,762,547.32,1777896951
7000,375,722.91,1777896951
8752,792,205.74,1777896951
1361,871,675.97,1777896951
7266,560,738.9,1777896951
2893,457,115.88,1777896951
2480,251,923.27,1777896951
8020,418,80.32,1777896951
7866,712,280.3,1777896951
2438,259,269.73,1777896951
9097,677,472.1,1777896951
9033,460,182.78,1777896951
9945,744,318.83,1777896951
3400,313,505.85,1777896951
3331,534,451.64,1777896951
3571,803,862.77,1777896951
6326,923,541.69,1777896951
8065,486,749.7,1777896951
5340,390,916.62,1777896951
8509,446,934.52,1777896951
1675,156,354.92,1777896951
7767,441,776.63,1777896951
2074,529,66.62,1777896951
9251,698,804.49,1777896951
3238,837,843.16,1777896951
3577,793,519.03,1777896951
7427,370,373.45,1777896951
6844,210,978.64,1777896951
9119,341,763.28,1777896951
8349,745,487.15,1777896951
7819,298,802.01,1777896951
8576,220,626.93,1777896951
3462,694,197.5,1777896951
2688,371,358.18,1777896951
7873,962,184.27,1777896951
5810,593,962.7,1777896951
9508,465,763.12,1777896951
2807,927,40.5,1777896951
1064,871,60.78,1777896951
6802,676,48.1,1777896951
8379,994,850.53,1777896951
2388,369,534.57,1777896951
4084,128,580.01,1777896951
2340,714,962.31,1777896951
7634,264,504.12,1777896951
7124,538,926.34,1777896951
3552,421,289.04,1777896951
2046,404,802.67,1777896951
5924,302,867.06,1777896951
4757,609,159.99,1777896951
1897,971,67.36,1777896951
6572,459,532.84,1777896951
3942,932,247.84,1777896951
1101,749,277.83,1777896951
2266,880,454.88,1777896951
2281,724,62.99,1777896951
6304,742,449.33,1777896951
3885,982,932.89,1777896951
6539,340,795.11,1777896951
4092,654,256.03,1777896951
3939,917,339.92,1777896951
5257,805,691.41,1777896951
3299,432,397.01,1777896951
3316,179,817.33,1777896951
1058,425,115.39,1777896951
4506,732,630.71,1777896951
2269,347,106.5,1777896951
5904,680,706.56,1777896951
3850,523,442.87,1777896951
6217,172,242.25,1777896951
5228,375,194.16,1777896951
4496,328,992.88,1777896951
1748,108,563.32,1777896951
1827,128,656.09,1777896951
6489,278,56.99,1777896951
5317,832,589.76,1777896951
9092,877,789.59,1777896951
3953,187,544.43,1777896951
6348,101,380.39,1777896951
9106,404,382.47,1777896951
1381,573,755.19,1777896951
7951,964,603.08,1777896951
1507,513,857.17,1777896951
1557,259,161.04,1777896951
2853,412,288.28,1777896951
6105,477,47.55,1777896951
7623,394,906.88,1777896951
7435,556,773.3,1777896951
6532,655,738.94,1777896951
4553,917,842.29,1777896951
8133,998,993.24,1777896951
2169,393,99.04,1777896951
8998,290,128.08,1777896951
2187,445,917.75,1777896951
2391,427,166.32,1777896951
1649,781,99.82,1777896951
6771,892,132.39,1777896951
9554,863,505.83,1777896951
3978,553,974.47,1777896951
8626,327,657.03,1777896951
8077,843,460.48,1777896951
8826,208,457.03,1777896951
2222,366,555.82,1777896951
2314,676,80.78,1777896951
1888,190,771.46,1777896951
2310,778,442.03,1777896951
5697,749,86.13,1777896951
5487,816,865.72,1777896951
9149,164,36.74,1777896951
2591,888,678.07,1777896951
4572,277,799.43,1777896951
8158,832,264.96,1777896951
7218,184,736.56,1777896951
7910,735,329.48,1777896951
5240,691,932.53,1777896951
1565,238,116.04,1777896951
6328,573,173.95,1777896951
5285,289,638.99,1777896951
9241,339,167.01,1777896951
7457,343,642.08,1777896951
2937,837,947.11,1777896951
6094,534,547.18,1777896951
1335,357,316.05,1777896951
2537,813,880.66,1777896951
9048,320,784.69,1777896951
2828,249,980.6,1777896951
2143,469,188.93,1777896951
5332,999,978.75,1777896951
1299,847,337.61,1777896951
4916,310,401.47,1777896951
5184,932,642.54,1777896951
2036,354,907.3,1777896951
6359,712,386.5,1777896951
7123,814,721.1,1777896951
1797,574,209.43,1777896951
4726,291,551.7,1777896951
7724,729,537.66,1777896951
1028,983,210.07,1777896951
1501,733,473.5,1777896951
7142,923,107.75,1777896951
3699,779,976.88,1777896951
5445,939,745.51,1777896951
3442,476,908.51,1777896951
3495,256,145.78,1777896951
1955,664,111.18,1777896951
4897,944,697.7,1777896951
3655,439,134.23,1777896951
4506,871,83.69,1777896951
5509,780,233.72,1777896951
6700,498,487.15,1777896951
9670,987,130.87,1777896951
5030,915,712.0,1777896951
7533,706,444.54,1777896951
3320,940,934.75,1777896951
7898,301,706.18,1777896951
2631,403,945.19,1777896951
9658,269,194.1,1777896951
8635,300,465.67,1777896951
1499,841,321.41,1777896951
3593,613,610.33,1777896951
8800,206,662.41,1777896951
2669,609,710.57,1777896951
9133,672,715.66,1777896951
3395,411,849.26,1777896951
7838,846,430.26,1777896951
2255,991,391.22,1777896951
8518,400,953.35,1777896951
4684,141,842.31,1777896951
5773,363,512.85,1777896951
9923,291,665.89,1777896951
7954,353,951.97,1777896951
7853,331,722.43,1777896951
8279,625,742.49,1777896951
1841,240,163.74,1777896951
7107,156,419.61,1777896951
8800,549,809.74,1777896951
9241,985,731.94,1777896951
6588,787,129.43,1777896951
6891,111,259.79,1777896951
3117,321,473.67,1777896951
3479,704,490.89,1777896951
5724,631,138.62,1777896951
3718,389,267.75,1777896951
7295,288,511.64,1777896951
4220,308,879.15,1777896951
7353,266,670.21,1777896951
8168,944,852.21,1777896951
7727,227,540.71,1777896951
9770,365,107.22,1777896951
6058,518,689.28,1777896951
4580,168,597.12,1777896951
9041,787,996.12,1777896951
8163,433,876.9,1777896951
7075,134,851.39,1777896951
9682,793,276.13,1777896951
4384,603,954.41,1777896951
5550,643,385.85,1777896951
6975,718,302.84,1777896951
8900,496,974.42,1777896951
1020,936,807.95,1777896951
6587,661,628.31,1777896951
3009,924,277.82,1777896951
3603,792,94.01,1777896951
4653,614,846.26,1777896951
6488,622,428.9,1777896951
3404,853,286.94,1777896951
8552,106,305.35,1777896951
8368,336,857.41,1777896951
2902,432,214.46,1777896951
9431,132,324.15,1777896951
1441,354,516.39,1777896951
4846,436,134.5,1777896951
1508,575,850.48,1777896951
8373,406,415.76,1777896951
3857,684,96.85,1777896951
4132,429,239.96,1777896951
5726,719,263.42,1777896951
2361,446,743.19,1777896951
5393,721,727.41,1777896951
6449,783,907.56,1777896951
9505,141,668.1,1777896951
7983,277,743.37,1777896951
8806,196,157.13,1777896951
4938,344,596.12,1777896951
4103,497,384.65,1777896951
1604,789,123.97,1777896951
7341,670,290.28,1777896951
7457,920,676.61,1777896951
3391,957,994.88,1777896951
1899,302,115.22,1777896951
5521,971,768.21,1777896951
7202,244,134.76,1777896951
4485,216,847.3,1777896951
8634,748,650.61,1777896951
1444,330,805.51,1777896951
3294,998,553.67,1777896951
4022,149,625.67,1777896951
9049,263,330.21,1777896951
2956,500,441.07,1777896951
9764,738,180.07,1777896951
3230,243,321.59,1777896951
8690,943,398.78,1777896951
5025,659,788.34,1777896951
6673,459,156.22,1777896951
7646,890,950.07,1777896951
7375,903,574.28,1777896951
5539,979,18.39,1777896951
9102,873,559.56,1777896951
5464,174,85.65,1777896951
6297,123,731.67,1777896951
8384,146,870.07,1777896951
4064,759,595.97,1777896951
7246,967,522.74,1777896951
7351,429,279.77,1777896951
9103,153,498.62,1777896951
3708,480,483.6,1777896951
6981,285,300.94,1777896951
1859,705,911.29,1777896951
8304,429,345.53,1777896951
6935,263,103.99,1777896951
8096,993,260.13,1777896951
6449,246,506.39,1777896951
8956,355,120.96,1777896951
6088,732,237.19,1777896951
9446,125,966.61,1777896951
3615,292,545.8,1777896951
4820,647,229.7,1777896951
4845,641,544.74,1777896951
9419,788,449.69,1777896951
7491,492,802.7,1777896951
5873,441,764.74,1777896951
9232,791,228.8,1777896951
5239,271,895.52,1777896951
4980,901,140.36,1777896951
2680,577,821.27,1777896951
8555,405,802.76,1777896951
5474,790,485.17,1777896951
5911,536,155.66,1777896951
8574,346,542.26,1777896951
8028,283,365.02,1777896951
6232,413,142.86,1777896951
2781,614,122.48,1777896951
8473,511,813.59,1777896951
2794,822,971.5,1777896951
1288,717,622.27,1777896951
3280,913,37.82,1777896951
9045,245,25.97,1777896951
7353,346,415.25,1777896951
9178,544,17.02,1777896951
8764,623,95.47,1777896951
7474,357,189.57,1777896951
9489,969,731.46,1777896951
6182,720,112.1,1777896951
3075,476,968.37,1777896951
9643,270,115.74,1777896951
4128,548,313.85,1777896951
6207,427,342.2,1777896951
9138,309,400.15,1777896951
3585,808,187.15,1777896951
9743,355,881.63,1777896951
1984,177,46.43,1777896951
8352,356,730.89,1777896951
8565,728,850.99,1777896951
5999,348,486.27,1777896951
5630,781,160.63,1777896951
9059,285,947.41,1777896951
5125,464,465.91,1777896951
4418,709,141.37,1777896951
4530,904,255.61,1777896951
8305,685,887.96,1777896951
8337,421,981.67,1777896951
1709,505,370.1,1777896951
8385,994,947.14,1777896951
9563,222,668.37,1777896951
9596,505,424.45,1777896951
6369,564,39.65,1777896951
6992,832,232.52,1777896951
7004,877,254.23,1777896951
6449,144,511.85,1777896951
8042,925,10.08,1777896951
4551,163,815.36,1777896951
5889,645,143.41,1777896951
2201,975,576.55,1777896951
7676,371,645.36,1777896951
4594,489,875.51,1777896951
9487,769,342.18,1777896951
5254,440,121.06,1777896951
4667,757,589.67,1777896951
5878,965,245.49,1777896951
4766,542,57.46,1777896951
3425,778,591.85,1777896951
6720,145,678.49,1777896951
1098,857,320.5,1777896951
9044,960,295.34,1777896951
3820,544,641.76,1777896951
3665,517,556.06,1777896951
4663,896,227.51,1777896951
7658,816,538.74,1777896951
1790,848,286.44,1777896951
7809,218,504.07,1777896951
6908,347,545.16,1777896951
6064,718,914.73,1777896951
3652,260,243.54,1777896951
9220,769,25.36,1777896951
3767,642,272.78,1777896951
7935,462,377.14,1777896951
1858,541,355.68,1777896951
5292,792,577.03,1777896951
7147,527,66.78,1777896951
1125,346,364.64,1777896951
9732,863,851.61,1777896951
9115,596,252.55,1777896951
1849,370,107.23,1777896951
9107,438,163.3,1777896951
8882,365,449.31,1777896951
4055,482,511.42,1777896951
9613,490,327.39,1777896951
4955,353,197.77,1777896951
3243,900,786.29,1777896951
6380,773,593.02,1777896951
6021,573,80.83,1777896951
3373,245,322.05,1777896951
2022,910,767.3,1777896951
7940,277,433.74,1777896951
5132,885,754.93,1777896951
7522,959,188.07,1777896951
3032,427,48.48,1777896951
2404,615,260.61,1777896951
3417,580,822.1,1777896951
5224,672,647.36,1777896951
8508,551,646.94,1777896951
9902,422,981.22,1777896951
5446,127,375.52,1777896951
6624,331,701.06,1777896951
5516,668,968.17,1777896951
4489,815,318.74,1777896951
2982,450,809.3,1777896951
1912,136,123.18,1777896951
6034,441,338.48,1777896951
5215,204,794.37,1777896951
4597,727,648.2,1777896951
1236,733,29.33,1777896951
9966,419,959.82,1777896951
4055,369,340.15,1777896951
3130,692,55.69,1777896951
5263,683,368.76,1777896951
4781,105,603.53,1777896951
3479,995,839.11,1777896951
8794,592,262.52,1777896951
5633,750,562.96,1777896951
9491,507,244.47,1777896951
6738,266,901.22,1777896951
2434,762,38.56,1777896951
1886,550,15.76,1777896951
2606,687,990.42,1777896951
7697,535,597.52,1777896951
3223,667,259.95,1777896951
6316,382,518.35,1777896951
7930,783,321.21,1777896951
6945,559,434.35,1777896951
1961,269,389.19,1777896951
9380,820,885.99,1777896951
6564,112,608.31,1777896951
8975,587,13.08,1777896951
9101,360,263.11,1777896951
4614,113,302.08,1777896951
7206,831,118.03,1777896951
8618,699,432.72,1777896951
5767,641,41.43,1777896951
3066,212,862.95,1777896951
8744,776,75.75,1777896951
4561,889,634.19,1777896951
9213,730,680.36,1777896951
3367,670,500.24,1777896951
3976,267,170.38,1777896951
6561,165,390.9,1777896951
1580,404,813.45,1777896951
4579,866,423.61,1777896951
9863,349,308.75,1777896951
7773,763,846.23,1777896951
1739,402,603.15,1777896951
5385,156,715.37,1777896951
3823,759,187.77,1777896951
6988,693,704.37,1777896951
9716,846,542.89,1777896951
5928,528,156.92,1777896951
8465,337,753.03,1777896951
2950,340,415.46,1777896951
6443,173,883.6,1777896951
1704,791,140.84,1777896951
5333,956,677.27,1777896951
6687,489,438.03,1777896951
8288,766,834.39,1777896951
4568,153,146.57,1777896951
8582,734,248.6,1777896951
2068,716,428.61,1777896951
5681,699,70.04,1777896951
8430,470,167.68,1777896951
3788,436,158.58,1777896951
3083,595,975.73,1777896951
3717,373,909.2,1777896951
8993,160,475.77,1777896951
4621,390,258.89,1777896951
5607,259,132.3,1777896951
1648,763,273.26,1777896951
6365,756,930.59,1777896951
1677,777,460.17,1777896951
4608,688,565.94,1777896951
5468,284,648.56,1777896951
2151,435,878.64,1777896951
7266,232,119.07,1777896951
1695,977,752.31,1777896951
3485,588,980.42,1777896951
3964,459,348.58,1777896951
2854,805,64.72,1777896951
9192,557,34.17,1777896951
9989,595,82.73,1777896951
6366,407,623.97,1777896951
6691,224,824.65,1777896951
5913,266,972.94,1777896951
9599,607,389.06,1777896951
6041,188,603.96,1777896951
7829,266,985.15,1777896951
4501,566,215.75,1777896951
7648,942,489.44,1777896951
8757,588,938.2,1777896951
6646,374,223.56,1777896951
4643,800,122.52,1777896951
9860,616,410.87,1777896951
5255,298,269.34,1777896951
7120,988,908.22,1777896951
2482,348,74.92,1777896951
6634,993,656.41,1777896951
3264,702,802.78,1777896951
6835,377,618.36,1777896951
8649,778,934.74,1777896951
9520,793,544.84,1777896951
7841,171,569.52,1777896951
7552,113,999.43,1777896951
8054,380,168.25,1777896951
9042,282,881.87,1777896951
2460,400,149.2,1777896951
8230,562,488.1,1777896951
2900,292,662.14,1777896951
4551,539,184.36,1777896951
4194,305,643.67,1777896951
4196,112,863.5,1777896951
8990,880,948.22,1777896951
6127,123,310.89,1777896951
1539,928,318.42,1777896951
8875,764,441.4,1777896951
8781,771,385.94,1777896951
3990,304,856.12,1777896951
7340,875,988.61,1777896951
8954,417,629.29,1777896951
7301,630,997.64,1777896951
8723,755,750.45,1777896951
8546,890,859.17,1777896951
5376,378,351.41,1777896951
8791,134,270.53,1777896951
9782,653,824.42,1777896951
2712,374,602.29,1777896951
4494,147,829.5,1777896951
5359,236,332.4,1777896951
3768,440,459.72,1777896951
8340,172,781.06,1777896951
7173,538,515.55,1777896951
8849,335,599.6,1777896951
7062,711,543.35,1777896951
2698,209,90.0,1777896951
8925,697,629.57,1777896951
8409,967,52.91,1777896951
6462,557,998.83,1777896951
7708,693,755.84,1777896951
1421,864,347.46,1777896951
3386,176,189.11,1777896951
8266,378,960.28,1777896951
8697,126,84.02,1777896951
3770,809,273.73,1777896951
6306,910,847.97,1777896951
8225,950,472.45,1777896951
6018,945,611.4,1777896951
7936,388,17.6,1777896951
9949,766,785.87,1777896951
6311,333,175.35,1777896951
2498,986,796.29,1777896951
1786,510,972.0,1777896951
5822,142,699.24,1777896951
4101,318,912.04,1777896951
7069,955,574.43,1777896951
7972,293,821.63,1777896951
1803,478,621.83,1777896951
3021,150,302.5,1777896951
7636,105,698.34,1777896951
7375,585,974.3,1777896951
6145,392,267.78,1777896951
8539,759,351.94,1777896951
7404,254,593.15,1777896951
2103,707,113.57,1777896951
9590,950,652.63,1777896951
9840,451,657.75,1777896951
3206,128,522.99,1777896951
3414,410,823.5,1777896951
5443,286,506.93,1777896951
5342,400,466.07,1777896951
8509,269,212.89,1777896951
5931,590,204.45,1777896951
2436,142,620.97,1777896951
4980,399,959.05,1777896951
5249,723,852.82,1777896951
6971,270,406.62,1777896951
8854,697,483.65,1777896951
3209,763,113.97,1777896951
5022,378,304.84,1777896951
1945,903,741.56,1777896951
1633,482,789.34,1777896951
4054,612,282.92,1777896951
1230,105,903.75,1777896951
6552,232,395.38,1777896951
1358,437,794.08,1777896951
7761,712,579.71,1777896951
7718,262,507.06,1777896951
6597,679,470.49,1777896951
1242,542,883.87,1777896951
2854,621,291.31,1777896951
2982,862,945.99,1777896951
6085,442,663.5,1777896951
6406,284,230.67,1777896951
5513,648,966.35,1777896951
8381,912,792.56,1777896951
5668,443,325.38,1777896951
9823,720,714.11,1777896951
4691,339,660.74,1777896951
4777,622,204.08,1777896951
1395,822,109.88,1777896951
4471,366,528.95,1777896951
1305,853,62.59,1777896951
1524,990,988.97,1777896951
6934,183,126.27,1777896951
6398,989,940.62,1777896951
4328,115,133.55,1777896951
6676,262,20.73,1777896951
8153,586,425.53,1777896951
3620,690,475.26,1777896951
8702,842,296.78,1777896951
8249,648,184.27,1777896951
9581,165,929.19,1777896951
1213,937,863.4,1777896951
9877,663,985.12,1777896951
1317,436,653.08,1777896951
3441,882,600.44,1777896951
5295,553,717.66,1777896951
2625,110,895.43,1777896951
5875,186,275.5,1777896951
1050,137,525.11,1777896951
1289,266,303.04,1777896951
2071,104,162.75,1777896951
2854,313,846.03,1777896951
1680,249,154.05,1777896951
8147,873,119.83,1777896951
6975,224,828.98,1777896951
6503,670,759.86,1777896951
2383,639,323.22,1777896951
8028,559,199.71,1777896951
4940,620,774.33,1777896951
3656,719,864.28,1777896951
1879,891,824.83,1777896951
3750,289,799.61,1777896951
9403,472,760.98,1777896951
8764,534,954.12,1777896951
5826,190,64.3,1777896951
8722,835,113.39,1777896951
5993,930,307.87,1777896951
4233,904,853.54,1777896951
2701,355,680.36,1777896951
8186,426,200.19,1777896951
2167,740,575.72,1777896951
6851,368,225.27,1777896951
5014,242,345.07,1777896951
6720,860,417.38,1777896951
8842,221,160.22,1777896951
4191,644,922.49,1777896951
3658,225,129.62,1777896951
1387,840,41.22,1777896951
3218,270,637.07,1777896951
2462,133,647.68,1777896951
1415,225,624.5,1777896951
6374,136,207.96,1777896951
4010,945,96.21,1777896951
9626,438,967.78,1777896951
2696,353,463.06,1777896951
3620,281,219.78,1777896951
5790,590,623.53,1777896951
4807,697,596.69,1777896951
4095,625,790.29,1777896951
7588,742,607.01,1777896951
1974,777,829.58,1777896951
1772,670,781.25,1777896951
1845,416,737.42,1777896951
3564,678,99.45,1777896951
5986,918,938.46,1777896951
6366,917,755.16,1777896951
9192,830,533.03,1777896951
8191,273,746.7,1777896951
8483,545,490.09,1777896951
2981,338,660.01,1777896951
3544,613,466.34,1777896951
3910,625,827.6,1777896951
3074,409,751.1,1777896951
2182,583,254.94,1777896951
2580,636,197.2,1777896951
3296,957,311.24,1777896951
3606,965,106.57,1777896951
6693,623,834.23,1777896951
1152,906,56.26,1777896951
2906,443,577.75,1777896951
8730,155,849.84,1777896951
5979,347,613.27,1777896951
9306,359,641.0,1777896951
4004,726,935.47,1777896951
5681,105,760.66,1777896951
7140,505,159.77,1777896951
5816,619,443.21,1777896951
2181,772,737.69,1777896951
9559,571,678.04,1777896951
6087,370,333.15,1777896951
9990,759,557.52,1777896951
2355,884,28.65,1777896951
5031,728,865.98,1777896951
4555,648,415.26,1777896951
4631,777,319.67,1777896951
4376,868,820.21,1777896951
1048,448,928.17,1777896951
7479,252,810.3,1777896951
3102,425,321.78,1777896951
5733,633,740.71,1777896951
6051,268,107.19,1777896951
6307,638,538.92,1777896951
2007,230,765.43,1777896951
4883,846,265.66,1777896951
9442,354,14.9,1777896951
7369,214,777.08,1777896951
6227,395,574.0,1777896951
7608,740,798.81,1777896951
9370,592,368.36,1777896951
5358,888,236.27,1777896951
6434,233,645.93,1777896951
9154,380,763.17,1777896951
3539,739,508.61,1777896951
5465,393,206.01,1777896951
9699,974,279.13,1777896951
2044,107,136.4,1777896951
8784,267,911.37,1777896951
2460,658,685.25,1777896951
6860,376,766.34,1777896951
7972,531,271.88,1777896951
9685,973,366.76,1777896951
3033,811,758.52,1777896951
9540,437,600.2,1777896951
3680,698,112.09,1777896951
6663,550,562.85,1777896951
1776,638,467.7,1777896951
6245,431,483.22,1777896951
7757,873,879.9,1777896951
6161,877,317.39,1777896951
7243,615,241.27,1777896951
6765,362,810.21,1777896951
5266,805,845.71,1777896951
1082,452,101.62,1777896951
2423,212,689.02,1777896951
1554,261,82.63,1777896951
7976,112,621.47,1777896951
2759,390,523.21,1777896951
6769,475,663.17,1777896951
7403,948,551.58,1777896951
3987,113,622.94,1777896951
5167,272,816.34,1777896951
7379,316,599.0,1777896951
9395,592,252.6,1777896951
9065,175,638.25,1777896951
8617,208,844.04,1777896951
6709,464,77.48,1777896951
3034,570,10.86,1777896951
8127,106,221.27,1777896951
8703,913,556.34,1777896951
2510,611,911.79,1777896951
9880,939,132.48,1777896951
3340,859,699.75,1777896951
2739,894,130.67,1777896951
2886,542,687.3,1777896951
5340,189,254.76,1777896951
9342,111,248.87,1777896951
9881,323,786.59,1777896951
9442,963,15.61,1777896951
5983,407,265.47,1777896951
9727,829,528.8,1777896951
5721,196,414.5,1777896951
5161,812,194.94,1777896951
8380,833,100.23,1777896951
1853,209,966.05,1777896951
9017,306,413.18,1777896951
1690,616,500.75,1777896951
1477,298,993.85,1777896951
1073,649,651.09,1777896951
9649,867,913.95,1777896951
6703,760,198.07,1777896951
3485,413,49.09,1777896951
8424,629,375.08,1777896951
2535,869,597.46,1777896951
7621,364,351.85,1777896951
3049,383,356.67,1777896951
7292,139,165.53,1777896951
7256,145,956.14,1777896951
1763,135,277.04,1777896951
8213,153,529.36,1777896951
6202,821,479.4,1777896951
5303,268,887.68,1777896951
9241,778,225.76,1777896951
4635,217,326.72,1777896951
7320,800,884.57,1777896951
5945,415,926.07,1777896951
3906,350,334.01,1777896951
9036,499,103.75,1777896951
4699,212,426.45,1777896951
5841,403,503.53,1777896951
7020,242,483.03,1777896951
2225,379,810.79,1777896951
4560,194,717.9,1777896951
3615,361,462.18,1777896951
4232,133,367.08,1777896951
6926,251,164.84,1777896951
7790,983,232.85,1777896951
6055,159,829.8,1777896951
7850,636,719.45,1777896951
8362,897,869.47,1777896951
6106,384,595.47,1777896951
6117,367,987.38,1777896951
7239,280,478.74,1777896951
4102,608,156.05,1777896951
1670,109,328.13,1777896951
4055,205,788.64,1777896951
2230,101,282.48,1777896951
8131,330,564.98,1777896951
3942,682,46.5,1777896951
8475,987,712.82,1777896951
5024,623,826.95,1777896951
6462,926,598.36,1777896951
1680,674,73.27,1777896951
1684,534,709.27,1777896951
1268,563,628.66,1777896951
2000,913,519.13,1777896951
4779,752,737.61,1777896951
9657,922,654.28,1777896951
8936,643,422.96,1777896951
6897,965,496.47,1777896951
3599,710,177.18,1777896951
2532,506,136.83,1777896951
6254,663,714.99,1777896951
6459,698,58.1,1777896951
1309,404,829.43,1777896951
9394,790,555.6,1777896951
5191,773,828.5,1777896951
4199,227,699.07,1777896951
5051,605,814.79,1777896951
